,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2078,4152586,2017,2021,1968,PRIVATE,20,Scarborough Southwest,2570 KINGSTON RD,10,118,2021-12-13,79,Evaluation needs to be conducted in 2 years,19,5,4,4,3,4,4,3,4,4,4,4,4,5,4,4,3,5,4,3,,E2032,43.713486559,-79.2466803233,325197.68,4841311.898
9897,4152587,2017,2017,1967,PRIVATE,20,Scarborough Southwest,2560 KINGSTON RD,17,201,2017-11-21,72,Evaluation needs to be conducted in 2 years,19,4,3,4,2,3,4,4,4,4,4,3,4,5,3,4,4,3,3,3,,E2032,43.7129086078,-79.2474811669,325133.34,4841247.493
5741,4152587,2017,2019,1967,PRIVATE,20,Scarborough Southwest,2560 KINGSTON RD,17,201,2019-11-20,85,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,,E2032,43.7129086078,-79.2474811669,325133.34,4841247.493
1706,4152587,2017,,1967,PRIVATE,20,Scarborough Southwest,2560 KINGSTON RD,17,201,2022-09-23,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,4,4,4,3,3,3,5,4,4,4,3,4,4,,E2032,43.7129086078,-79.2474811669,325133.34,4841247.493
9896,4152588,2017,2017,1967,PRIVATE,20,Scarborough Southwest,2550 KINGSTON RD,17,201,2017-11-21,73,Evaluation needs to be conducted in 2 years,18,3,3,4,4,3,2,4,4,4,,3,4,5,4,4,4,4,4,3,,E2032,43.7123137855,-79.2481266679,325081.524,4841181.254
5740,4152588,2017,2019,1967,PRIVATE,20,Scarborough Southwest,2550 KINGSTON RD,17,201,2019-11-20,85,Evaluation needs to be conducted in 2 years,19,5,5,5,5,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,,E2032,43.7123137855,-79.2481266679,325081.524,4841181.254
1736,4152588,2017,,1967,PRIVATE,20,Scarborough Southwest,2550 KINGSTON RD,17,201,2022-09-21,85,Evaluation needs to be conducted in 2 years,19,5,5,5,5,5,3,4,5,4,3,4,4,5,4,4,5,3,4,4,,E2032,43.7123137855,-79.2481266679,325081.524,4841181.254
11076,4152589,2017,2017,1969,PRIVATE,20,Scarborough Southwest,10 MACEY AVE,16,255,2017-10-23,56,Evaluation needs to be conducted in 1 year,20,3,3,3,2,2,3,2,2,3,2,2,2,5,3,4,3,4,3,3,2,E2028,43.6922807906,-79.2871199966,321945.072,4838946.874
6997,4152589,2017,2018,1969,PRIVATE,20,Scarborough Southwest,10 MACEY AVE,16,255,2019-03-01,80,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,4,4,4,,4,4,5,4,4,4,4,4,4,,E2028,43.6922807906,-79.2871199966,321945.072,4838946.874
4140,4152589,2017,2020,1969,PRIVATE,20,Scarborough Southwest,10 MACEY AVE,16,255,2020-11-20,65,Evaluation needs to be conducted in 1 year,19,4,4,3,3,2,3,3,5,5,,3,2,2,4,2,3,4,4,3,3,E2028,43.6922807906,-79.2871199966,321945.072,4838946.874
1698,4152589,2017,,1969,PRIVATE,20,Scarborough Southwest,10 MACEY AVE,16,255,2022-09-24,82,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,,E2028,43.6922807906,-79.2871199966,321945.072,4838946.874
8749,4152590,2017,2017,1978,TCHC,20,Scarborough Southwest,3330 DANFORTH AVE,10,194,2018-01-02,66,Evaluation needs to be conducted in 2 years,19,3,3,3,3,3,4,3,3,3,,3,4,5,4,3,3,3,3,3,4,E2028,43.6937304177,-79.2786118075,322630.485,4839109.71
3440,4152590,2017,2021,1978,TCHC,20,Scarborough Southwest,3330 DANFORTH AVE,10,194,2021-04-13,94,Evaluation needs to be conducted in 3 years,19,5,5,4,5,5,5,5,5,5,,4,5,5,5,4,5,5,4,4,4,E2028,43.6937304177,-79.2786118075,322630.485,4839109.71
11099,4152591,2017,2017,1976,PRIVATE,20,Scarborough Southwest,30 DENTON AVE,22,575,2017-10-23,61,Evaluation needs to be conducted in 1 year,20,4,3,4,2,2,2,3,2,4,2,3,3,5,3,3,3,4,3,3,3,E2028,43.6939780128,-79.2876990656,321897.909,4839135.311
6977,4152591,2017,2018,1976,PRIVATE,20,Scarborough Southwest,30 DENTON AVE,22,575,2019-03-01,83,Evaluation needs to be conducted in 2 years,19,4,4,5,3,5,4,4,4,4,3,4,5,5,4,4,4,5,4,4,,E2028,43.6939780128,-79.2876990656,321897.909,4839135.311
4087,4152591,2017,2020,1976,PRIVATE,20,Scarborough Southwest,30 DENTON AVE,22,575,2020-11-24,87,Evaluation needs to be conducted in 3 years,20,5,5,5,3,5,4,4,4,5,4,4,5,5,4,4,4,4,4,4,5,E2028,43.6939780128,-79.2876990656,321897.909,4839135.311
9313,4152592,2018,2017,1962,PRIVATE,20,Scarborough Southwest,186 DANFORTH RD,4,15,2017-12-07,70,Evaluation needs to be conducted in 2 years,16,4,3,3,4,3,3,,4,,,3,3,5,4,3,3,4,4,3,,E2029,43.6993092047,-79.2737528406,323020.454,4839730.543
5817,4152592,2018,2019,1962,PRIVATE,20,Scarborough Southwest,186 DANFORTH RD,4,15,2019-11-19,83,Evaluation needs to be conducted in 2 years,16,5,3,3,5,5,3,,5,,,3,5,5,4,5,3,4,4,4,,E2029,43.6993092047,-79.2737528406,323020.454,4839730.543
1940,4152592,2018,,1962,PRIVATE,20,Scarborough Southwest,186 DANFORTH RD,4,15,2022-05-13,90,Evaluation needs to be conducted in 3 years,16,5,5,5,5,4,3,,5,,,5,5,5,4,5,4,3,5,4,,E2029,43.6993092047,-79.2737528406,323020.454,4839730.543
9564,4152593,2017,2017,1982,PRIVATE,20,Scarborough Southwest,30 BURN HILL RD,22,238,2017-11-29,59,Evaluation needs to be conducted in 1 year,19,3,3,4,2,3,3,2,3,3,,3,4,5,2,3,3,2,3,3,2,E2028,43.6992222546,-79.2778348112,322691.471,4839719.991
6989,4152593,2017,2018,1982,PRIVATE,20,Scarborough Southwest,30 BURN HILL RD,22,238,2019-03-01,77,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,3,,3,4,5,4,4,4,3,4,3,4,E2028,43.6992222546,-79.2778348112,322691.471,4839719.991
4123,4152593,2017,2020,1982,PRIVATE,20,Scarborough Southwest,30 BURN HILL RD,22,238,2020-11-20,81,Evaluation needs to be conducted in 2 years,19,4,5,4,4,3,5,4,5,4,,4,4,5,3,4,4,4,4,3,4,E2028,43.6992222546,-79.2778348112,322691.471,4839719.991
1577,4152593,2017,,1982,PRIVATE,20,Scarborough Southwest,30 BURN HILL RD,22,238,2022-10-06,94,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,5,5,4,,4,5,,5,5,5,4,5,4,5,E2028,43.6992222546,-79.2778348112,322691.471,4839719.991
10495,4152594,2017,2017,1974,PRIVATE,20,Scarborough Southwest,50 BURN HILL RD,24,163,2017-11-07,69,Evaluation needs to be conducted in 2 years,18,4,3,4,3,3,3,4,4,3,,4,4,4,3,4,3,4,3,2,,E2028,43.6995418332,-79.2767370484,322779.857,4839755.729
5770,4152594,2017,2019,1974,PRIVATE,20,Scarborough Southwest,50 BURN HILL RD,24,163,2019-11-19,89,Evaluation needs to be conducted in 3 years,18,5,3,5,5,5,5,5,5,5,,3,5,5,5,3,4,5,4,3,,E2028,43.6995418332,-79.2767370484,322779.857,4839755.729
1576,4152594,2017,,1974,PRIVATE,20,Scarborough Southwest,50 BURN HILL RD,24,163,2022-10-06,100,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,E2028,43.6995418332,-79.2767370484,322779.857,4839755.729
8726,4152595,2017,2017,1964,TCHC,20,Scarborough Southwest,40 FIRVALLEY CRT,15,168,2018-01-02,65,Evaluation needs to be conducted in 1 year,19,3,3,3,3,4,4,3,3,3,,3,3,5,3,3,3,3,3,3,4,E2028,43.703580346,-79.279521109,322554.003,4840204.75
7222,4152595,2017,2018,1964,TCHC,20,Scarborough Southwest,40 FIRVALLEY CRT,15,168,2019-02-13,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,5,5,4,3,4,,4,4,4,4,3,4,4,4,3,4,E2028,43.703580346,-79.279521109,322554.003,4840204.75
5780,4152595,2017,2019,1964,TCHC,20,Scarborough Southwest,40 FIRVALLEY CRT,15,168,2019-11-19,89,Evaluation needs to be conducted in 3 years,18,5,3,5,5,4,5,4,5,5,,3,5,5,5,3,5,3,5,5,,E2028,43.703580346,-79.279521109,322554.003,4840204.75
3560,4152595,2017,2020,1964,TCHC,20,Scarborough Southwest,40 FIRVALLEY CRT,15,168,2020-12-16,83,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,5,,4,4,5,4,4,4,4,4,4,4,E2028,43.703580346,-79.279521109,322554.003,4840204.75
1584,4152595,2017,,1964,TCHC,20,Scarborough Southwest,40 FIRVALLEY CRT,15,168,2022-10-05,89,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,4,4,4,5,,4,5,5,4,4,4,4,5,4,,E2028,43.703580346,-79.279521109,322554.003,4840204.75
8545,4152596,2017,2017,1964,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2018-01-09,63,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,3,3,3,,3,3,4,4,3,3,3,4,,3,E2028,43.705953312,-79.279044598,322591.704,4840468.483
7241,4152596,2017,2018,1964,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2019-02-13,69,Evaluation needs to be conducted in 2 years,19,3,3,4,3,4,4,2,4,3,,3,4,4,4,3,4,4,4,3,3,E2028,43.705953312,-79.279044598,322591.704,4840468.483
5785,4152596,2017,2019,1964,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2019-11-19,71,Evaluation needs to be conducted in 2 years,18,3,3,5,3,5,5,2,4,3,,2,3,2,4,3,4,5,4,4,,E2028,43.705953312,-79.279044598,322591.704,4840468.483
3564,4152596,2017,2020,1964,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2020-12-16,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,,4,4,5,4,4,4,4,4,4,,E2028,43.705953312,-79.279044598,322591.704,4840468.483
2037,4152596,2017,2021,1964,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2021-12-23,60,Evaluation needs to be conducted in 1 year,19,2,4,5,3,3,3,2,4,2,,2,3,3,3,2,3,3,3,4,3,E2028,43.705953312,-79.279044598,322591.704,4840468.483
1591,4152596,2017,,1964,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2022-10-05,78,Evaluation needs to be conducted in 2 years,19,3,4,5,3,3,3,3,4,3,,3,4,5,4,4,5,3,5,5,5,E2028,43.705953312,-79.279044598,322591.704,4840468.483
10636,4152597,2017,2017,1970,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,2017-11-02,62,Evaluation needs to be conducted in 1 year,20,3,3,4,2,2,3,3,3,3,3,3,3,5,3,4,3,4,2,3,3,E2028,43.6959726218,-79.2874840709,321914.674,4839356.947
7012,4152597,2017,2018,1970,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,2019-02-28,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,3,,E2028,43.6959726218,-79.2874840709,321914.674,4839356.947
4181,4152597,2017,2020,1970,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,2020-11-19,82,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,3,4,4,4,4,4,5,4,4,5,3,4,4,,E2028,43.6959726218,-79.2874840709,321914.674,4839356.947
1610,4152597,2017,,1970,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,2022-10-04,91,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,4,4,5,5,4,5,5,3,5,5,4,4,3,,E2028,43.6959726218,-79.2874840709,321914.674,4839356.947
10630,4152598,2017,2017,1968,PRIVATE,20,Scarborough Southwest,10 TEESDALE PL,24,285,2017-11-02,54,Evaluation needs to be conducted in 1 year,19,3,2,4,2,2,3,2,2,3,3,2,3,3,3,3,3,3,2,3,,E2028,43.6965267454,-79.2862044067,322017.663,4839418.771
7013,4152598,2017,2018,1968,PRIVATE,20,Scarborough Southwest,10 TEESDALE PL,24,285,2019-02-28,75,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,,E2028,43.6965267454,-79.2862044067,322017.663,4839418.771
4180,4152598,2017,2020,1968,PRIVATE,20,Scarborough Southwest,10 TEESDALE PL,24,285,2020-11-19,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,3,4,4,2,4,4,4,4,4,5,4,4,3,,E2028,43.6965267454,-79.2862044067,322017.663,4839418.771
1611,4152598,2017,,1968,PRIVATE,20,Scarborough Southwest,10 TEESDALE PL,24,285,2022-10-04,87,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,4,4,5,5,5,4,5,5,3,5,5,3,3,3,,E2028,43.6965267454,-79.2862044067,322017.663,4839418.771
10919,4152599,2017,2017,1972,PRIVATE,20,Scarborough Southwest,263 PHARMACY AVE,21,329,2017-10-25,65,Evaluation needs to be conducted in 1 year,20,3,3,4,2,3,3,2,3,3,4,4,2,5,4,4,3,3,3,3,4,E2028,43.6998540886,-79.2849399311,322118.62,4839788.691
7000,4152599,2017,2018,1972,PRIVATE,20,Scarborough Southwest,263 PHARMACY AVE,21,329,2019-03-01,79,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,E2028,43.6998540886,-79.2849399311,322118.62,4839788.691
3918,4152599,2017,2020,1972,PRIVATE,20,Scarborough Southwest,263 PHARMACY AVE,21,329,2020-12-02,95,Evaluation needs to be conducted in 3 years,19,5,5,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,4,,E2028,43.6998540886,-79.2849399311,322118.62,4839788.691
10920,4152600,2017,2017,1972,PRIVATE,20,Scarborough Southwest,273 PHARMACY AVE,18,280,2017-10-25,67,Evaluation needs to be conducted in 2 years,20,4,4,4,3,4,2,2,3,4,4,3,2,5,4,2,3,3,4,3,4,E2028,43.7002480573,-79.2862500131,322012.917,4839832.19
5764,4152600,2017,2019,1972,PRIVATE,20,Scarborough Southwest,273 PHARMACY AVE,18,280,2019-11-19,83,Evaluation needs to be conducted in 2 years,20,5,5,5,5,4,3,4,5,3,4,4,4,5,4,5,4,5,3,3,3,E2028,43.7002480573,-79.2862500131,322012.917,4839832.19
2076,4152600,2017,2021,1972,PRIVATE,20,Scarborough Southwest,273 PHARMACY AVE,18,280,2021-12-13,88,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,5,4,4,5,4,4,5,4,4,5,4,4,4,4,,E2028,43.7002480573,-79.2862500131,322012.917,4839832.19
10921,4152601,2017,2017,1972,PRIVATE,20,Scarborough Southwest,283 PHARMACY AVE,17,267,2017-10-25,66,Evaluation needs to be conducted in 2 years,20,3,3,4,3,3,4,3,3,2,3,3,2,5,4,4,3,3,4,3,4,E2028,43.7005263633,-79.285525406,322071.239,4839863.258
5755,4152601,2017,2019,1972,PRIVATE,20,Scarborough Southwest,283 PHARMACY AVE,17,267,2019-11-19,87,Evaluation needs to be conducted in 3 years,20,5,5,5,5,4,5,4,5,4,4,4,5,4,5,4,4,5,4,3,3,E2028,43.7005263633,-79.285525406,322071.239,4839863.258
1574,4152601,2017,,1972,PRIVATE,20,Scarborough Southwest,283 PHARMACY AVE,17,267,2022-10-06,96,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,4,4,5,5,5,5,,5,4,5,5,5,4,5,E2028,43.7005263633,-79.285525406,322071.239,4839863.258
9185,4152602,2019,2017,1960,PRIVATE,20,Scarborough Southwest,1043 VICTORIA PARK AVE,3,11,2017-12-12,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,3,,3,3,3,5,3,3,3,,3,3,,E2028,43.70565801,-79.2942743706,321364.674,4840431.61
6865,4152602,2019,2018,1960,PRIVATE,20,Scarborough Southwest,1043 VICTORIA PARK AVE,3,11,2019-03-06,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,4,4,2,5,4,4,4,,3,4,,E2028,43.70565801,-79.2942743706,321364.674,4840431.61
3549,4152602,2019,2020,1960,PRIVATE,20,Scarborough Southwest,1043 VICTORIA PARK AVE,3,11,2020-12-17,70,Evaluation needs to be conducted in 2 years,16,4,4,3,4,3,4,,4,,4,4,3,5,3,3,2,,4,2,,E2028,43.70565801,-79.2942743706,321364.674,4840431.61
1578,4152602,2019,,1960,PRIVATE,20,Scarborough Southwest,1043 VICTORIA PARK AVE,3,11,2022-10-06,92,Evaluation needs to be conducted in 3 years,15,5,5,5,5,4,5,,4,,5,5,5,,4,4,5,,4,4,,E2028,43.70565801,-79.2942743706,321364.674,4840431.61
10756,4152603,2017,2017,1962,PRIVATE,20,Scarborough Southwest,1047 VICTORIA PARK AVE,3,11,2017-10-31,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,,3,,,3,2,5,4,4,3,,4,3,,E2028,43.705966961,-79.294406813,321353.654,4840466.863
6866,4152603,2017,2018,1962,PRIVATE,20,Scarborough Southwest,1047 VICTORIA PARK AVE,3,11,2019-03-06,77,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,,,4,2,5,4,4,4,,4,3,,E2028,43.705966961,-79.294406813,321353.654,4840466.863
4063,4152603,2017,2020,1962,PRIVATE,20,Scarborough Southwest,1047 VICTORIA PARK AVE,3,11,2020-11-25,80,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,3,,5,,,4,4,5,5,3,3,,4,3,,E2028,43.705966961,-79.294406813,321353.654,4840466.863
950,4152603,2017,,1962,PRIVATE,20,Scarborough Southwest,1047 VICTORIA PARK AVE,3,11,2022-11-16,95,Evaluation needs to be conducted in 3 years,15,5,5,5,5,5,3,,5,,,3,5,5,5,5,5,,5,5,,E2028,43.705966961,-79.294406813,321353.654,4840466.863
9186,4152604,2019,2017,1954,PRIVATE,20,Scarborough Southwest,1051 VICTORIA PARK AVE,3,11,2017-12-12,63,Evaluation needs to be conducted in 1 year,16,3,3,2,3,3,3,,4,,3,3,3,5,3,3,3,,3,3,,E2028,43.706282345,-79.294579639,321339.639,4840501.868
6947,4152604,2019,2018,1954,PRIVATE,20,Scarborough Southwest,1051 VICTORIA PARK AVE,3,11,2019-03-04,58,Evaluation needs to be conducted in 1 year,17,3,3,3,2,2,4,4,4,,2,2,2,5,2,3,3,,3,2,,E2028,43.706282345,-79.294579639,321339.639,4840501.868
3451,4152604,2019,2021,1954,PRIVATE,20,Scarborough Southwest,1051 VICTORIA PARK AVE,3,11,2021-04-13,68,Evaluation needs to be conducted in 2 years,16,3,4,4,4,3,4,,3,,4,3,3,4,4,2,3,,4,2,,E2028,43.706282345,-79.294579639,321339.639,4840501.868
10757,4152605,2017,2017,1962,PRIVATE,20,Scarborough Southwest,1055 VICTORIA PARK AVE,6,52,2017-10-31,73,Evaluation needs to be conducted in 2 years,17,4,3,4,3,4,3,,3,4,,3,3,5,4,4,4,3,4,4,,E2028,43.706720954,-79.294444552,321350.405,4840550.624
5150,4152605,2017,2019,1962,PRIVATE,20,Scarborough Southwest,1055 VICTORIA PARK AVE,6,52,2019-12-04,86,Evaluation needs to be conducted in 3 years,17,4,4,4,5,5,4,,4,4,,4,4,5,4,5,5,4,4,4,,E2028,43.706720954,-79.294444552,321350.405,4840550.624
951,4152605,2017,,1962,PRIVATE,20,Scarborough Southwest,1055 VICTORIA PARK AVE,6,52,2022-11-16,97,Evaluation needs to be conducted in 3 years,18,5,3,5,5,5,5,,5,5,5,4,5,5,5,5,5,5,5,5,,E2028,43.706720954,-79.294444552,321350.405,4840550.624
10750,4152606,2017,2017,1964,PRIVATE,20,Scarborough Southwest,1065 VICTORIA PARK AVE,6,37,2017-10-31,60,Evaluation needs to be conducted in 1 year,17,2,3,4,3,2,3,,2,3,,3,3,5,3,2,3,3,4,3,,E2028,43.706999577,-79.294868767,321316.141,4840581.495
6783,4152606,2017,2018,1964,PRIVATE,20,Scarborough Southwest,1065 VICTORIA PARK AVE,6,37,2019-03-08,76,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,,3,3,,3,4,5,4,4,4,4,4,4,,E2028,43.706999577,-79.294868767,321316.141,4840581.495
4062,4152606,2017,2020,1964,PRIVATE,20,Scarborough Southwest,1065 VICTORIA PARK AVE,6,37,2020-11-25,81,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,4,4,,4,4,5,4,4,3,4,4,4,,E2028,43.706999577,-79.294868767,321316.141,4840581.495
952,4152606,2017,,1964,PRIVATE,20,Scarborough Southwest,1065 VICTORIA PARK AVE,6,37,2022-11-16,81,Evaluation needs to be conducted in 2 years,17,3,3,5,5,5,5,,5,,3,3,3,3,3,5,5,5,3,5,,E2028,43.706999577,-79.294868767,321316.141,4840581.495
9163,4152607,2018,2017,1955,PRIVATE,20,Scarborough Southwest,1075 VICTORIA PARK AVE,3,18,2017-12-13,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,5,3,3,3,3,3,,,E2028,43.7075785212,-79.2951531755,321293.323,4840644.802
6934,4152607,2018,2018,1955,PRIVATE,20,Scarborough Southwest,1075 VICTORIA PARK AVE,3,18,2019-03-04,75,Evaluation needs to be conducted in 2 years,16,3,4,4,3,4,4,,4,,,4,3,5,3,4,4,4,3,4,,E2028,43.7075785212,-79.2951531755,321293.323,4840644.802
3507,4152607,2018,2020,1955,PRIVATE,20,Scarborough Southwest,1075 VICTORIA PARK AVE,3,18,2020-12-19,72,Evaluation needs to be conducted in 2 years,15,3,4,4,3,4,3,,4,,,3,2,5,3,4,4,,4,4,,E2028,43.7075785212,-79.2951531755,321293.323,4840644.802
935,4152607,2018,,1955,PRIVATE,20,Scarborough Southwest,1075 VICTORIA PARK AVE,3,18,2022-11-16,83,Evaluation needs to be conducted in 2 years,16,5,3,5,5,5,3,,5,,,3,3,5,3,5,5,5,3,3,,E2028,43.7075785212,-79.2951531755,321293.323,4840644.802
9532,4152608,2017,2017,1950,PRIVATE,20,Scarborough Southwest,650 DAWES RD,3,17,2017-11-29,57,Evaluation needs to be conducted in 1 year,15,3,2,2,2,3,2,,3,,,3,2,5,4,2,3,,4,3,,E2028,43.7075426167,-79.2947631998,321324.76,4840640.89
7544,4152608,2017,2018,1950,PRIVATE,20,Scarborough Southwest,650 DAWES RD,3,17,2019-01-28,81,Evaluation needs to be conducted in 2 years,16,3,3,5,3,4,4,,5,,,3,3,5,5,4,4,5,5,4,,E2028,43.7075426167,-79.2947631998,321324.76,4840640.89
4142,4152608,2017,2020,1950,PRIVATE,20,Scarborough Southwest,650 DAWES RD,3,17,2020-11-20,74,Evaluation needs to be conducted in 2 years,14,3,3,4,3,3,3,,5,,,3,3,5,4,4,5,,4,,,E2028,43.7075426167,-79.2947631998,321324.76,4840640.89
788,4152608,2017,,1950,PRIVATE,20,Scarborough Southwest,650 DAWES RD,3,17,2022-11-23,84,Evaluation needs to be conducted in 2 years,17,5,3,5,3,3,3,,5,,5,3,3,5,4,5,5,5,4,5,,E2028,43.7075426167,-79.2947631998,321324.76,4840640.89
9452,4152609,2017,2017,1968,PRIVATE,20,Scarborough Southwest,3423 ST CLAIR AVE E,4,30,2017-12-01,67,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,2,3,3,3,3,3,3,5,4,3,4,3,4,3,,E2029,43.7134790514,-79.2732946837,323053.066,4841304.866
5812,4152609,2017,2019,1968,PRIVATE,20,Scarborough Southwest,3423 ST CLAIR AVE E,4,30,2019-11-19,78,Evaluation needs to be conducted in 2 years,19,3,4,4,3,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,,E2029,43.7134790514,-79.2732946837,323053.066,4841304.866
2075,4152609,2017,2021,1968,PRIVATE,20,Scarborough Southwest,3423 ST CLAIR AVE E,4,30,2021-12-13,85,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,3,5,4,5,,E2029,43.7134790514,-79.2732946837,323053.066,4841304.866
8776,4152610,2017,2017,1969,PRIVATE,20,Scarborough Southwest,570 BIRCHMOUNT RD,10,112,2017-12-28,60,Evaluation needs to be conducted in 1 year,16,3,3,3,2,,3,,2,3,,3,3,5,3,3,3,3,3,3,,E2029,43.7133504142,-79.2715314234,323195.194,4841290.963
6832,4152610,2017,2018,1969,PRIVATE,20,Scarborough Southwest,570 BIRCHMOUNT RD,10,112,2019-03-07,79,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,4,3,4,5,5,3,4,4,4,4,4,,E2029,43.7133504142,-79.2715314234,323195.194,4841290.963
4085,4152610,2017,2020,1969,PRIVATE,20,Scarborough Southwest,570 BIRCHMOUNT RD,10,112,2020-11-24,79,Evaluation needs to be conducted in 2 years,18,4,5,4,3,4,3,4,4,5,,3,4,5,4,4,4,3,4,4,,E2029,43.7133504142,-79.2715314234,323195.194,4841290.963
1274,4152610,2017,,1969,PRIVATE,20,Scarborough Southwest,570 BIRCHMOUNT RD,10,112,2022-10-28,87,Evaluation needs to be conducted in 3 years,19,5,3,5,4,5,3,3,5,5,5,4,5,5,4,5,5,5,4,3,,E2029,43.7133504142,-79.2715314234,323195.194,4841290.963
9478,4152611,2017,2017,1972,PRIVATE,20,Scarborough Southwest,560 BIRCHMOUNT RD,13,103,2017-12-01,56,Evaluation needs to be conducted in 1 year,19,2,3,3,2,2,3,2,3,2,3,2,3,5,2,2,3,3,4,4,,E2029,43.7123365662,-79.2710095666,323237.558,4841178.443
6831,4152611,2017,2018,1972,PRIVATE,20,Scarborough Southwest,560 BIRCHMOUNT RD,13,103,2019-03-07,79,Evaluation needs to be conducted in 2 years,19,3,4,4,4,3,4,5,4,4,3,4,4,5,3,4,4,5,4,4,,E2029,43.7123365662,-79.2710095666,323237.558,4841178.443
4095,4152611,2017,2020,1972,PRIVATE,20,Scarborough Southwest,560 BIRCHMOUNT RD,13,103,2020-11-24,77,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,4,5,4,4,3,3,4,5,4,3,4,5,4,3,,E2029,43.7123365662,-79.2710095666,323237.558,4841178.443
1162,4152611,2017,,1972,PRIVATE,20,Scarborough Southwest,560 BIRCHMOUNT RD,13,103,2022-11-03,84,Evaluation needs to be conducted in 2 years,20,5,3,5,5,5,5,3,3,5,5,3,5,5,3,5,3,5,3,3,5,E2029,43.7123365662,-79.2710095666,323237.558,4841178.443
